,Unnamed: 0,client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
26659,1945,1945,38,blue-collar,married,high.school,no,no,may,25,18,7,0,nonexistent,93.994,4.855,no
26660,1946,1946,25,self-employed,single,university.degree,no,unknown,may,16,317,2,0,nonexistent,93.994,4.855,no
26661,1947,1947,28,services,single,high.school,no,unknown,may,31,71,3,0,nonexistent,93.994,4.855,no
26662,1948,1948,41,blue-collar,married,basic.4y,no,no,may,31,43,2,0,nonexistent,93.994,4.855,no
26663,1949,1949,34,blue-collar,married,unknown,unknown,unknown,may,2,298,2,0,nonexistent,93.994,4.855,no
26664,1950,1950,27,services,single,high.school,no,no,may,11,86,4,0,nonexistent,93.994,4.855,no
26665,1951,1951,31,admin.,married,university.degree,unknown,no,may,9,255,2,0,nonexistent,93.994,4.855,no
26666,1952,1952,39,housemaid,married,basic.4y,no,yes,may,25,83,3,0,nonexistent,93.994,4.855,no
26667,1953,1953,26,entrepreneur,married,unknown,no,no,may,28,194,3,0,nonexistent,93.994,4.855,no
26668,1954,1954,37,blue-collar,married,basic.6y,unknown,yes,may,28,268,3,0,nonexistent,93.994,4.855,no
26669,1955,1955,25,student,single,high.school,no,no,may,24,97,1,0,nonexistent,93.994,4.855,no
26670,1956,1956,33,services,married,high.school,no,yes,may,18,263,5,0,nonexistent,93.994,4.855,no
26671,1957,1957,40,blue-collar,married,unknown,no,no,may,25,338,4,0,nonexistent,93.994,4.855,no
26672,1958,1958,37,entrepreneur,single,university.degree,no,no,may,20,180,2,0,nonexistent,93.994,4.855,no
26673,1959,1959,46,housemaid,married,basic.9y,no,no,may,17,322,5,0,nonexistent,93.994,4.855,no
26674,1960,1960,53,admin.,divorced,high.school,no,yes,may,30,64,4,0,nonexistent,93.994,4.855,no
26675,1961,1961,32,unemployed,married,basic.9y,no,no,may,31,71,4,0,nonexistent,93.994,4.855,no
26676,1962,1962,43,services,divorced,basic.9y,no,yes,may,26,284,4,0,nonexistent,93.994,4.855,no
26677,1963,1963,38,technician,single,professional.course,no,yes,may,24,166,3,0,nonexistent,93.994,4.855,no
26678,1964,1964,26,technician,married,professional.course,no,yes,may,29,210,3,0,nonexistent,93.994,4.855,no
26679,1965,1965,52,blue-collar,single,basic.9y,unknown,yes,may,17,160,3,0,nonexistent,93.994,4.855,no
26680,1966,1966,54,admin.,married,basic.4y,unknown,no,may,15,77,2,0,nonexistent,93.994,4.855,no
26681,1967,1967,51,services,married,professional.course,unknown,no,may,15,328,7,0,nonexistent,93.994,4.855,no
26682,1968,1968,42,admin.,married,basic.9y,no,yes,may,15,164,8,0,nonexistent,93.994,4.855,no
26683,1969,1969,41,management,single,unknown,no,no,may,4,154,2,0,nonexistent,93.994,4.855,no
26684,1970,1970,26,services,single,high.school,no,no,may,9,155,3,0,nonexistent,93.994,4.855,no
26685,1971,1971,38,housemaid,married,basic.6y,unknown,yes,may,22,153,4,0,nonexistent,93.994,4.855,no
26686,1972,1972,54,technician,married,unknown,unknown,no,may,7,111,2,0,nonexistent,93.994,4.855,no
26687,1973,1973,41,blue-collar,divorced,basic.4y,no,no,may,4,91,3,0,nonexistent,93.994,4.855,no
26688,1974,1974,26,blue-collar,single,high.school,no,no,may,4,213,4,0,nonexistent,93.994,4.855,no
26689,1975,1975,43,management,married,basic.4y,no,yes,may,31,257,3,0,nonexistent,93.994,4.855,no
26690,1976,1976,28,technician,single,professional.course,no,yes,may,13,315,4,0,nonexistent,93.994,4.855,no
26691,1977,1977,35,technician,divorced,professional.course,no,no,may,11,102,3,0,nonexistent,93.994,4.855,no
26692,1978,1978,45,admin.,married,high.school,no,no,may,22,35,3,0,nonexistent,93.994,4.855,no
26693,1979,1979,40,admin.,married,high.school,no,no,may,19,83,3,0,nonexistent,93.994,4.855,no
26694,1980,1980,37,technician,married,professional.course,no,yes,may,23,834,9,0,nonexistent,93.994,4.855,no
26695,1981,1981,52,technician,married,university.degree,no,no,may,23,244,5,0,nonexistent,93.994,4.855,no
26696,1982,1982,36,admin.,married,high.school,no,yes,may,9,143,3,0,nonexistent,93.994,4.855,no
26697,1983,1983,40,blue-collar,married,basic.9y,unknown,yes,may,19,277,3,0,nonexistent,93.994,4.855,no
26698,1984,1984,43,blue-collar,married,basic.4y,no,yes,may,2,1534,2,0,nonexistent,93.994,4.855,no
26699,1985,1985,36,blue-collar,married,basic.6y,unknown,no,may,15,291,4,0,nonexistent,93.994,4.855,no
26700,1986,1986,36,blue-collar,single,high.school,no,no,may,8,163,2,0,nonexistent,93.994,4.857,no
26701,1987,1987,43,blue-collar,married,basic.4y,unknown,yes,may,7,149,6,0,nonexistent,93.994,4.857,no
26702,1988,1988,44,blue-collar,married,basic.9y,unknown,yes,may,18,33,4,0,nonexistent,93.994,4.857,no
26703,1989,1989,49,blue-collar,married,professional.course,unknown,no,may,28,144,6,0,nonexistent,93.994,4.857,no
26704,1990,1990,56,retired,married,basic.4y,unknown,yes,may,26,146,4,0,nonexistent,93.994,4.857,no
26705,1991,1991,39,blue-collar,divorced,basic.9y,no,no,may,2,40,3,0,nonexistent,93.994,4.857,no
26706,1992,1992,29,blue-collar,married,professional.course,unknown,yes,may,13,79,6,0,nonexistent,93.994,4.857,no
26707,1993,1993,41,admin.,single,university.degree,unknown,no,may,5,112,2,0,nonexistent,93.994,4.857,no
26708,1994,1994,47,admin.,married,university.degree,no,yes,may,16,147,5,0,nonexistent,93.994,4.857,no
26709,1995,1995,38,blue-collar,married,basic.6y,unknown,yes,may,16,836,4,0,nonexistent,93.994,4.857,no
26710,1996,1996,36,technician,married,high.school,no,yes,may,14,290,5,0,nonexistent,93.994,4.857,no
26711,1997,1997,46,technician,divorced,professional.course,no,yes,may,19,148,2,0,nonexistent,93.994,4.857,no
26712,1998,1998,47,services,divorced,high.school,no,yes,may,24,289,5,0,nonexistent,93.994,4.857,no
26713,1999,1999,47,blue-collar,single,basic.4y,no,yes,may,29,345,2,0,nonexistent,93.994,4.857,no
26714,2000,2000,42,self-employed,married,university.degree,no,yes,may,3,1002,5,0,nonexistent,93.994,4.857,no
26715,2001,2001,42,management,married,university.degree,unknown,yes,may,17,181,4,0,nonexistent,93.994,4.857,no
26716,2002,2002,59,management,married,university.degree,no,no,may,30,460,5,0,nonexistent,93.994,4.857,yes
26717,2003,2003,33,unemployed,married,professional.course,unknown,yes,may,14,129,2,0,nonexistent,93.994,4.857,no
26718,2004,2004,48,entrepreneur,married,high.school,no,yes,may,20,76,2,0,nonexistent,93.994,4.857,no
26719,2005,2005,53,technician,single,professional.course,no,yes,may,26,111,2,0,nonexistent,93.994,4.857,no
26720,2006,2006,57,blue-collar,married,unknown,unknown,unknown,may,24,98,3,0,nonexistent,93.994,4.857,no
26721,2007,2007,34,services,married,high.school,unknown,yes,may,11,221,2,0,nonexistent,93.994,4.857,no
26722,2008,2008,51,services,divorced,professional.course,no,yes,may,25,150,7,0,nonexistent,93.994,4.857,no
26723,2009,2009,39,blue-collar,married,basic.6y,unknown,yes,may,18,399,3,0,nonexistent,93.994,4.857,no
26724,2010,2010,45,unknown,married,unknown,unknown,no,may,7,139,6,0,nonexistent,93.994,4.857,no
26725,2011,2011,37,admin.,married,high.school,no,yes,may,15,115,4,0,nonexistent,93.994,4.857,no
26726,2012,2012,44,blue-collar,married,basic.6y,no,yes,may,27,149,5,0,nonexistent,93.994,4.857,no
26727,2013,2013,48,admin.,married,university.degree,no,no,may,25,327,2,0,nonexistent,93.994,4.857,no
26728,2014,2014,59,retired,married,university.degree,unknown,no,may,25,92,4,0,nonexistent,93.994,4.857,no
26729,2015,2015,44,admin.,single,high.school,no,no,may,6,111,2,0,nonexistent,93.994,4.857,no
26730,2016,2016,50,blue-collar,married,basic.9y,unknown,yes,may,25,192,2,0,nonexistent,93.994,4.857,no
26731,2017,2017,35,services,married,high.school,no,yes,may,13,88,5,0,nonexistent,93.994,4.857,no
26732,2018,2018,53,self-employed,married,university.degree,no,no,may,10,592,2,0,nonexistent,93.994,4.857,no
26733,2019,2019,41,technician,married,professional.course,unknown,no,may,21,105,3,0,nonexistent,93.994,4.857,no
26734,2020,2020,55,admin.,married,high.school,no,yes,may,19,62,2,0,nonexistent,93.994,4.857,no
26735,2021,2021,36,blue-collar,married,basic.4y,unknown,no,may,30,114,5,0,nonexistent,93.994,4.857,no
26736,2022,2022,37,blue-collar,married,basic.4y,no,yes,may,25,59,4,0,nonexistent,93.994,4.857,no
26737,2023,2023,36,management,divorced,high.school,no,no,may,7,144,7,0,nonexistent,93.994,4.857,no
26738,2024,2024,45,management,married,basic.9y,no,yes,may,7,346,4,0,nonexistent,93.994,4.857,no
26739,2025,2025,35,admin.,single,basic.6y,no,yes,may,5,57,2,0,nonexistent,93.994,4.857,no
26740,2026,2026,32,admin.,married,high.school,no,yes,may,7,396,3,0,nonexistent,93.994,4.857,no
26741,2027,2027,43,blue-collar,married,basic.6y,unknown,yes,may,4,286,4,0,nonexistent,93.994,4.857,no
26742,2028,2028,36,entrepreneur,married,university.degree,no,yes,may,24,59,4,0,nonexistent,93.994,4.857,no
26743,2029,2029,55,admin.,divorced,university.degree,no,yes,may,16,38,4,0,nonexistent,93.994,4.857,no
26744,2030,2030,55,technician,divorced,professional.course,unknown,yes,may,6,252,4,0,nonexistent,93.994,4.857,no
26745,2031,2031,54,services,married,basic.4y,unknown,yes,may,12,566,7,0,nonexistent,93.994,4.857,no
26746,2032,2032,39,housemaid,married,university.degree,no,yes,may,24,167,2,0,nonexistent,93.994,4.857,no
26747,2033,2033,40,technician,married,professional.course,unknown,no,may,14,127,2,0,nonexistent,93.994,4.857,no
26748,2034,2034,49,services,married,high.school,unknown,unknown,may,21,71,2,0,nonexistent,93.994,4.857,no
26749,2035,2035,45,unemployed,married,high.school,unknown,no,may,7,120,2,0,nonexistent,93.994,4.857,no
26750,2036,2036,32,admin.,single,university.degree,no,no,may,18,409,2,0,nonexistent,93.994,4.857,no
26751,2037,2037,57,management,divorced,university.degree,no,yes,may,7,117,2,0,nonexistent,93.994,4.857,no
26752,2038,2038,41,admin.,divorced,high.school,no,no,may,17,177,4,0,nonexistent,93.994,4.857,no
26753,2039,2039,24,services,single,high.school,no,no,may,10,757,2,0,nonexistent,93.994,4.857,yes
26754,2040,2040,49,management,divorced,high.school,unknown,yes,may,27,145,1,0,nonexistent,93.994,4.857,no
26755,2041,2041,49,management,divorced,high.school,unknown,no,may,29,124,1,0,nonexistent,93.994,4.857,no
26756,2042,2042,59,retired,single,university.degree,no,no,may,29,36,4,0,nonexistent,93.994,4.857,no
26757,2043,2043,44,blue-collar,married,professional.course,no,no,may,29,94,2,0,nonexistent,93.994,4.857,no
26758,2044,2044,43,management,married,basic.6y,unknown,no,may,22,189,1,0,nonexistent,93.994,4.857,no
26759,2045,2045,59,blue-collar,married,basic.4y,unknown,no,may,29,24,1,0,nonexistent,93.994,4.857,no
26760,2046,2046,36,unemployed,married,unknown,unknown,no,may,29,33,2,0,nonexistent,93.994,4.857,no
26761,2047,2047,49,technician,divorced,basic.9y,unknown,yes,may,20,185,1,0,nonexistent,93.994,4.857,no
26762,2048,2048,39,entrepreneur,divorced,high.school,no,no,may,22,122,1,0,nonexistent,93.994,4.857,no
26763,2049,2049,39,entrepreneur,divorced,high.school,no,no,may,14,225,1,0,nonexistent,93.994,4.857,no
26764,2050,2050,33,blue-collar,single,high.school,no,no,may,26,165,1,0,nonexistent,93.994,4.857,no
26765,2051,2051,42,blue-collar,married,professional.course,no,yes,may,20,186,1,0,nonexistent,93.994,4.857,no
26766,2052,2052,33,management,married,university.degree,no,no,may,23,405,3,0,nonexistent,93.994,4.857,no
26767,2053,2053,51,blue-collar,married,basic.4y,unknown,no,may,26,172,2,0,nonexistent,93.994,4.857,no
26768,2054,2054,29,management,single,university.degree,no,yes,may,5,207,3,0,nonexistent,93.994,4.857,no
26769,2055,2055,35,admin.,married,university.degree,no,yes,may,14,325,3,0,nonexistent,93.994,4.857,no
26770,2056,2056,29,student,single,high.school,unknown,no,may,5,57,8,0,nonexistent,93.994,4.857,no
26771,2057,2057,34,management,married,university.degree,unknown,no,may,10,102,1,0,nonexistent,93.994,4.857,no
26772,2058,2058,33,services,married,high.school,unknown,no,may,6,164,3,0,nonexistent,93.994,4.857,no
26773,2059,2059,54,management,divorced,university.degree,no,no,may,18,288,2,0,nonexistent,93.994,4.857,no
26774,2060,2060,56,services,divorced,high.school,unknown,no,may,25,154,1,0,nonexistent,93.994,4.857,no
26775,2061,2061,34,blue-collar,married,basic.4y,no,yes,may,4,102,1,0,nonexistent,93.994,4.857,no
26776,2062,2062,51,blue-collar,married,basic.4y,no,yes,may,2,136,2,0,nonexistent,93.994,4.857,no
26777,2063,2063,33,blue-collar,married,professional.course,no,no,may,26,53,1,0,nonexistent,93.994,4.857,no
26778,2064,2064,39,admin.,married,university.degree,no,no,may,14,744,6,0,nonexistent,93.994,4.857,yes
26779,2065,2065,32,blue-collar,married,professional.course,no,no,may,18,202,1,0,nonexistent,93.994,4.857,no
26780,2066,2066,37,admin.,married,university.degree,unknown,yes,may,8,113,3,0,nonexistent,93.994,4.857,no
26781,2067,2067,47,technician,divorced,university.degree,no,no,may,12,130,3,0,nonexistent,93.994,4.857,no
26782,2068,2068,26,technician,married,university.degree,no,no,may,16,523,1,0,nonexistent,93.994,4.857,no
26783,2069,2069,26,self-employed,married,university.degree,no,no,may,6,231,1,0,nonexistent,93.994,4.857,no
26784,2070,2070,25,blue-collar,married,high.school,no,no,may,16,217,1,0,nonexistent,93.994,4.857,no
26785,2071,2071,52,entrepreneur,married,university.degree,unknown,no,may,13,151,1,0,nonexistent,93.994,4.857,no
26786,2072,2072,59,blue-collar,married,basic.4y,unknown,no,may,7,293,1,0,nonexistent,93.994,4.857,no
26787,2073,2073,39,blue-collar,divorced,high.school,no,no,may,30,281,1,0,nonexistent,93.994,4.857,no
26788,2074,2074,31,blue-collar,married,basic.4y,unknown,no,may,21,363,2,0,nonexistent,93.994,4.857,no
26789,2075,2075,56,housemaid,divorced,basic.4y,unknown,no,may,18,86,1,0,nonexistent,93.994,4.857,no
26790,2076,2076,29,technician,single,university.degree,no,no,may,28,1147,2,0,nonexistent,93.994,4.857,no
26791,2077,2077,36,technician,married,university.degree,no,yes,may,19,486,1,0,nonexistent,93.994,4.857,no
26792,2078,2078,44,blue-collar,married,basic.4y,unknown,no,may,20,49,2,0,nonexistent,93.994,4.857,no
26793,2079,2079,31,admin.,divorced,high.school,no,no,may,25,170,2,0,nonexistent,93.994,4.857,no
26794,2080,2080,40,housemaid,single,university.degree,no,no,may,28,539,1,0,nonexistent,93.994,4.857,no
26795,2081,2081,34,technician,single,university.degree,unknown,no,may,12,66,3,0,nonexistent,93.994,4.857,no
26796,2082,2082,56,entrepreneur,married,basic.4y,no,no,may,26,820,1,0,nonexistent,93.994,4.857,no
26797,2083,2083,46,blue-collar,married,basic.4y,unknown,no,may,20,125,1,0,nonexistent,93.994,4.857,no
26798,2084,2084,38,services,divorced,high.school,no,no,may,14,398,1,0,nonexistent,93.994,4.857,no
26799,2085,2085,42,management,married,university.degree,no,yes,may,22,112,1,0,nonexistent,93.994,4.857,no
26800,2086,2086,42,management,married,university.degree,no,no,may,4,64,1,0,nonexistent,93.994,4.857,no
26801,2087,2087,40,services,married,high.school,unknown,no,may,29,255,1,0,nonexistent,93.994,4.857,no
26802,2088,2088,47,blue-collar,married,basic.4y,unknown,no,may,25,95,8,0,nonexistent,93.994,4.857,no
26803,2089,2089,44,blue-collar,married,professional.course,unknown,yes,may,9,140,3,0,nonexistent,93.994,4.857,no
26804,2090,2090,48,services,married,high.school,no,no,may,15,788,2,0,nonexistent,93.994,4.857,no
26805,2091,2091,36,blue-collar,single,basic.9y,no,yes,may,7,239,4,0,nonexistent,93.994,4.857,no
26806,2092,2092,31,blue-collar,married,basic.9y,unknown,yes,may,20,194,2,0,nonexistent,93.994,4.857,no
26807,2093,2093,30,technician,married,university.degree,no,no,may,29,165,4,0,nonexistent,93.994,4.857,no
26808,2094,2094,29,admin.,single,basic.9y,unknown,no,may,19,306,2,0,nonexistent,93.994,4.857,no
26809,2095,2095,40,self-employed,married,university.degree,unknown,no,may,10,63,3,0,nonexistent,93.994,4.857,no
26810,2096,2096,39,unemployed,married,university.degree,no,yes,may,5,501,2,0,nonexistent,93.994,4.857,no
26811,2097,2097,35,technician,married,professional.course,no,yes,may,28,832,3,0,nonexistent,93.994,4.857,no
26812,2098,2098,33,entrepreneur,married,high.school,no,no,may,2,214,4,0,nonexistent,93.994,4.857,no
26813,2099,2099,48,unemployed,married,high.school,unknown,yes,may,18,283,6,0,nonexistent,93.994,4.857,no
26814,2100,2100,39,technician,married,professional.course,no,yes,may,1,101,2,0,nonexistent,93.994,4.857,no
26815,2101,2101,41,admin.,married,university.degree,no,yes,may,26,77,2,0,nonexistent,93.994,4.857,no
26816,2102,2102,28,management,single,unknown,no,no,may,23,290,6,0,nonexistent,93.994,4.857,no
26817,2103,2103,34,housemaid,married,university.degree,no,no,may,16,388,2,0,nonexistent,93.994,4.857,no
26818,2104,2104,41,admin.,single,unknown,no,yes,may,8,1111,3,0,nonexistent,93.994,4.857,yes
26819,2105,2105,27,admin.,single,high.school,unknown,unknown,may,5,1495,4,0,nonexistent,93.994,4.857,no
26820,2106,2106,27,blue-collar,married,basic.9y,unknown,no,may,23,322,1,0,nonexistent,93.994,4.857,no
26821,2107,2107,30,technician,single,professional.course,no,no,may,9,480,1,0,nonexistent,93.994,4.857,no
26822,2108,2108,41,services,married,high.school,unknown,yes,may,15,146,3,0,nonexistent,93.994,4.857,no
26823,2109,2109,38,blue-collar,married,professional.course,no,no,may,1,393,1,0,nonexistent,93.994,4.857,no
26824,2110,2110,37,entrepreneur,single,university.degree,no,yes,may,10,744,2,0,nonexistent,93.994,4.857,no
26825,2111,2111,34,admin.,single,university.degree,no,yes,may,17,593,2,0,nonexistent,93.994,4.857,no
26826,2112,2112,33,technician,married,basic.9y,no,yes,may,25,215,1,0,nonexistent,93.994,4.857,no
26827,2113,2113,36,blue-collar,single,basic.9y,unknown,yes,may,3,379,2,0,nonexistent,93.994,4.857,no
26828,2114,2114,33,technician,married,basic.9y,no,yes,may,9,315,1,0,nonexistent,93.994,4.857,no
26829,2115,2115,36,technician,married,high.school,no,yes,may,13,162,1,0,nonexistent,93.994,4.857,no
26830,2116,2116,33,technician,married,basic.9y,no,no,may,26,493,1,0,nonexistent,93.994,4.857,no
26831,2117,2117,28,student,single,university.degree,unknown,yes,may,13,225,1,0,nonexistent,93.994,4.857,no
26832,2118,2118,28,student,single,university.degree,unknown,yes,may,25,208,1,0,nonexistent,93.994,4.857,no
26833,2119,2119,38,technician,married,professional.course,no,no,may,27,80,4,0,nonexistent,93.994,4.857,no
26834,2120,2120,50,management,divorced,professional.course,no,no,may,5,39,3,0,nonexistent,93.994,4.857,no
26835,2121,2121,32,management,married,high.school,no,yes,may,30,132,1,0,nonexistent,93.994,4.857,no
26836,2122,2122,45,blue-collar,married,basic.4y,no,no,may,28,101,1,0,nonexistent,93.994,4.857,no
26837,2123,2123,36,admin.,married,university.degree,no,no,may,21,188,1,0,nonexistent,93.994,4.857,no
26838,2124,2124,30,blue-collar,single,basic.9y,unknown,unknown,may,10,386,2,0,nonexistent,93.994,4.857,no
26839,2125,2125,41,blue-collar,married,basic.9y,unknown,no,may,2,457,4,0,nonexistent,93.994,4.857,no
26840,2126,2126,34,blue-collar,single,basic.6y,unknown,yes,may,9,891,1,0,nonexistent,93.994,4.857,no
26841,2127,2127,57,retired,single,high.school,no,no,may,29,53,1,0,nonexistent,93.994,4.857,no
26842,2128,2128,50,blue-collar,married,high.school,unknown,no,may,25,326,1,0,nonexistent,93.994,4.857,no
26843,2129,2129,57,retired,single,high.school,no,yes,may,29,507,1,0,nonexistent,93.994,4.857,no
26844,2130,2130,32,blue-collar,married,basic.4y,unknown,no,may,12,1083,2,0,nonexistent,93.994,4.857,no
26845,2131,2131,44,blue-collar,married,basic.4y,no,yes,may,22,123,2,0,nonexistent,93.994,4.857,no
26846,2132,2132,57,retired,single,high.school,no,unknown,may,30,1266,1,0,nonexistent,93.994,4.857,no
26847,2133,2133,46,technician,married,basic.9y,no,no,may,10,171,6,0,nonexistent,93.994,4.857,no
26848,2134,2134,44,services,married,basic.4y,unknown,yes,may,4,160,4,0,nonexistent,93.994,4.857,no
26849,2135,2135,32,blue-collar,single,basic.9y,no,no,may,19,178,2,0,nonexistent,93.994,4.857,no
26850,2136,2136,41,entrepreneur,married,basic.6y,no,no,may,31,156,3,0,nonexistent,93.994,4.857,no
26851,2137,2137,38,unemployed,married,basic.9y,unknown,no,may,13,200,2,0,nonexistent,93.994,4.857,no
26852,2138,2138,33,technician,married,basic.9y,no,no,may,7,154,2,0,nonexistent,93.994,4.857,no
26853,2139,2139,30,blue-collar,single,basic.9y,no,yes,may,4,163,4,0,nonexistent,93.994,4.857,no
26854,2140,2140,37,blue-collar,divorced,basic.4y,unknown,yes,may,13,391,1,0,nonexistent,93.994,4.857,no
26855,2141,2141,51,blue-collar,married,basic.9y,no,no,may,24,470,1,0,nonexistent,93.994,4.857,no
26856,2142,2142,52,management,married,university.degree,unknown,no,may,4,268,4,0,nonexistent,93.994,4.857,no
26857,2143,2143,39,blue-collar,married,basic.9y,no,no,may,28,793,5,0,nonexistent,93.994,4.857,no
26858,2144,2144,50,management,married,basic.9y,no,no,may,5,219,4,0,nonexistent,93.994,4.857,no
26859,2145,2145,53,retired,divorced,basic.4y,no,no,may,6,460,1,0,nonexistent,93.994,4.857,no
26860,2146,2146,51,technician,married,professional.course,no,yes,may,3,246,1,0,nonexistent,93.994,4.857,no
26861,2147,2147,40,admin.,single,university.degree,no,yes,may,5,194,3,0,nonexistent,93.994,4.857,no
26862,2148,2148,55,blue-collar,married,basic.4y,unknown,yes,may,26,413,1,0,nonexistent,93.994,4.857,no
26863,2149,2149,42,unemployed,married,basic.4y,unknown,yes,may,18,574,6,0,nonexistent,93.994,4.857,no
26864,2150,2150,47,admin.,divorced,university.degree,no,yes,may,21,256,4,0,nonexistent,93.994,4.857,no
26865,2151,2151,33,blue-collar,married,basic.9y,unknown,yes,may,21,88,2,0,nonexistent,93.994,4.857,no
26866,2152,2152,37,self-employed,divorced,university.degree,no,yes,may,17,146,1,0,nonexistent,93.994,4.857,no
26867,2153,2153,37,self-employed,divorced,university.degree,no,yes,may,29,596,1,0,nonexistent,93.994,4.857,no
26868,2154,2154,45,blue-collar,married,basic.4y,unknown,yes,may,2,170,2,0,nonexistent,93.994,4.857,no
26869,2155,2155,30,admin.,single,high.school,no,unknown,may,31,139,1,0,nonexistent,93.994,4.857,no
26870,2156,2156,30,admin.,single,high.school,no,no,may,4,577,1,0,nonexistent,93.994,4.857,no
26871,2157,2157,38,blue-collar,married,basic.6y,no,no,may,1,177,3,0,nonexistent,93.994,4.857,no
26872,2158,2158,31,services,married,high.school,no,yes,may,19,335,1,0,nonexistent,93.994,4.857,no
26873,2159,2159,48,blue-collar,married,basic.9y,no,yes,may,3,262,2,0,nonexistent,93.994,4.857,no
26874,2160,2160,29,admin.,single,high.school,no,yes,may,22,115,1,0,nonexistent,93.994,4.857,no
26875,2161,2161,44,blue-collar,married,basic.9y,unknown,yes,may,14,136,4,0,nonexistent,93.994,4.857,no
26876,2162,2162,38,blue-collar,single,basic.9y,unknown,yes,may,5,289,3,0,nonexistent,93.994,4.857,no
26877,2163,2163,48,blue-collar,married,basic.9y,no,yes,may,26,529,2,0,nonexistent,93.994,4.857,no
26878,2164,2164,41,blue-collar,married,basic.4y,no,yes,may,4,247,2,0,nonexistent,93.994,4.857,no
26879,2165,2165,32,services,married,high.school,no,unknown,may,25,72,2,0,nonexistent,93.994,4.857,no
26880,2166,2166,56,admin.,married,high.school,no,yes,may,24,166,2,0,nonexistent,93.994,4.857,no
26881,2167,2167,39,technician,married,university.degree,no,yes,may,30,320,3,0,nonexistent,93.994,4.857,no
26882,2168,2168,33,technician,married,professional.course,no,yes,may,13,307,4,0,nonexistent,93.994,4.857,no
26883,2169,2169,31,admin.,married,high.school,no,no,may,24,220,3,0,nonexistent,93.994,4.857,no
26884,2170,2170,54,retired,divorced,professional.course,no,no,may,28,241,3,0,nonexistent,93.994,4.857,no
26885,2171,2171,26,services,divorced,professional.course,no,no,may,8,241,1,0,nonexistent,93.994,4.857,no
26886,2172,2172,54,blue-collar,married,professional.course,unknown,yes,may,11,198,3,0,nonexistent,93.994,4.857,no
26887,2173,2173,45,management,married,professional.course,no,no,may,8,98,2,0,nonexistent,93.994,4.857,no
26888,2174,2174,41,blue-collar,divorced,basic.6y,no,yes,may,5,391,2,0,nonexistent,93.994,4.857,no
26889,2175,2175,35,admin.,single,university.degree,no,no,may,31,126,2,0,nonexistent,93.994,4.857,no
26890,2176,2176,28,admin.,married,high.school,no,yes,may,23,55,2,0,nonexistent,93.994,4.857,no
26891,2177,2177,34,self-employed,married,university.degree,no,yes,may,31,86,4,0,nonexistent,93.994,4.857,no
26892,2178,2178,57,retired,single,high.school,no,no,may,7,166,2,0,nonexistent,93.994,4.857,no
26893,2179,2179,35,admin.,married,high.school,unknown,no,may,9,66,4,0,nonexistent,93.994,4.857,no
26894,2180,2180,39,technician,married,basic.6y,no,no,may,6,155,3,0,nonexistent,93.994,4.857,no
26895,2181,2181,30,services,married,professional.course,unknown,no,may,29,311,3,0,nonexistent,93.994,4.857,no
26896,2182,2182,35,blue-collar,married,basic.9y,no,no,may,2,63,5,0,nonexistent,93.994,4.857,no
26897,2183,2183,58,management,married,university.degree,no,no,may,1,236,10,0,nonexistent,93.994,4.857,no
26898,2184,2184,34,blue-collar,married,basic.9y,no,no,may,19,92,3,0,nonexistent,93.994,4.857,no
26899,2185,2185,29,management,single,university.degree,no,yes,may,5,253,2,0,nonexistent,93.994,4.857,no
26900,2186,2186,37,admin.,married,basic.4y,no,yes,may,3,65,1,0,nonexistent,93.994,4.857,no
26901,2187,2187,25,blue-collar,married,basic.9y,no,yes,may,20,41,1,0,nonexistent,93.994,4.857,no
26902,2188,2188,31,blue-collar,married,basic.9y,no,unknown,may,6,163,2,0,nonexistent,93.994,4.857,no
26903,2189,2189,56,admin.,married,basic.9y,unknown,no,may,31,10,11,0,nonexistent,93.994,4.857,no
26904,2190,2190,39,services,married,professional.course,no,no,may,11,221,1,0,nonexistent,93.994,4.857,no
26905,2191,2191,27,blue-collar,married,basic.9y,unknown,no,may,30,484,3,0,nonexistent,93.994,4.857,no
26906,2192,2192,52,management,married,university.degree,unknown,no,may,10,467,5,0,nonexistent,93.994,4.857,no
26907,2193,2193,39,technician,married,university.degree,no,yes,may,26,241,3,0,nonexistent,93.994,4.857,no
26908,2194,2194,34,management,single,university.degree,no,no,may,1,248,2,0,nonexistent,93.994,4.857,no
26909,2195,2195,47,services,divorced,high.school,no,no,may,31,198,3,0,nonexistent,93.994,4.857,no
26910,2196,2196,31,blue-collar,married,basic.6y,no,yes,may,16,212,2,0,nonexistent,93.994,4.857,no
26911,2197,2197,33,admin.,married,high.school,no,yes,may,27,115,4,0,nonexistent,93.994,4.857,no
26912,2198,2198,36,blue-collar,married,basic.6y,unknown,no,may,2,58,7,0,nonexistent,93.994,4.857,no
26913,2199,2199,31,services,single,high.school,no,unknown,may,18,456,6,0,nonexistent,93.994,4.857,no
26914,2200,2200,36,blue-collar,married,basic.6y,unknown,yes,may,15,145,4,0,nonexistent,93.994,4.857,no
26915,2201,2201,57,blue-collar,married,basic.4y,unknown,yes,may,27,300,3,0,nonexistent,93.994,4.857,no
26916,2202,2202,41,management,married,high.school,no,no,may,5,264,2,0,nonexistent,93.994,4.857,no
